Name,X,Y,Population,Distance
City5278,110.58,-39.22,620554,78.17
City5279,95.95,-7.72,905292,668.14
City5280,-125.38,80.27,39220,497.04
City5281,95.0,73.5,299721,567.04
City5282,101.71,-38.54,395995,251.18
City5283,122.86,22.91,291198,38.2
City5284,-111.7,39.62,201499,166.22
City5285,21.94,-75.46,903080,853.23
City5286,-55.07,-86.98,829490,642.8
City5287,-113.12,-83.15,3246,759.8
City5288,140.58,-10.46,542358,880.84
City5289,-142.34,27.11,476532,720.4
City5290,160.09,80.53,130462,914.65
City5291,99.36,-55.94,122408,901.17
City5292,52.99,-46.3,952817,197.69
City5293,89.36,-50.35,588155,364.27
City5294,7.53,-86.06,416697,684.24
City5295,-46.23,-3.21,30277,959.08
City5296,53.44,-24.58,392642,60.96
City5297,140.76,25.53,861582,931.69
City5298,-16.43,-58.12,48991,208.13
City5299,-39.97,-41.97,749046,851.82
City5300,-9.26,40.95,606700,822.12
City5301,-8.66,-81.87,3551,168.79
City5302,-125.04,-47.29,436794,588.19
City5303,-152.2,18.86,530047,407.46
City5304,165.16,-30.75,786798,478.32
City5305,-9.57,74.01,559947,836.7
City5306,148.22,-65.08,987884,520.81
City5307,131.19,12.33,179155,553.14
City5308,44.93,-67.69,744390,303.26
City5309,-24.57,45.69,147587,77.51
City5310,-94.96,22.21,163125,332.83
City5311,112.0,24.64,684231,93.62
City5312,46.82,84.37,475593,936.2
City5313,-113.47,-38.06,887897,645.28
City5314,25.89,-71.18,84642,703.41
City5315,65.6,28.77,266789,919.55
City5316,-96.32,10.71,445381,846.38
City5317,-72.12,15.59,415944,9.17
City5318,-40.59,9.04,466640,635.48
City5319,104.28,-72.42,441586,28.11
City5320,-2.82,3.13,311736,959.74
City5321,-22.77,21.74,528190,711.29
City5322,-157.25,86.15,687614,950.15
City5323,-17.78,-12.4,680472,742.29
City5324,-167.29,18.71,409730,400.66
City5325,-49.77,-74.02,613557,112.45
City5326,176.9,-68.0,733164,87.02
City5327,-42.74,-52.94,798790,786.77
City5328,149.3,36.86,695428,520.12
City5329,-18.57,-47.71,18099,34.24
City5330,51.41,27.44,573511,55.41
City5331,-67.82,49.86,621808,545.98
City5332,-37.15,60.61,246995,413.15
City5333,123.54,57.06,354855,739.51
City5334,12.56,11.58,36528,654.29
City5335,-162.22,62.66,845355,556.58
City5336,-106.41,-30.0,495574,813.27
City5337,163.73,66.29,134599,292.53
City5338,107.19,67.65,893498,209.34
City5339,142.47,-17.23,132244,474.27
City5340,-116.99,3.16,698814,774.97
City5341,-123.3,-71.5,403021,696.32
City5342,13.65,-62.71,870956,974.24
City5343,-64.61,63.53,578603,889.83
City5344,138.43,87.71,909148,324.09
City5345,132.83,-70.69,234912,184.25
City5346,-146.83,-76.67,989144,901.93
City5347,-62.48,-60.62,302710,337.3
City5348,-145.24,-62.83,167589,171.38
City5349,44.56,18.36,155233,176.25
City5350,2.58,21.39,577918,730.02
City5351,-105.33,73.12,744897,490.15
City5352,124.66,-70.56,695006,637.88
City5353,-161.84,32.52,897332,587.24
City5354,32.54,24.33,331009,956.86
City5355,10.73,-69.79,207637,729.31
City5356,-41.31,-64.46,200943,507.95
City5357,67.42,-52.29,404815,842.08
City5358,-129.28,-56.32,299165,66.69
City5359,-61.53,-32.6,467029,642.53
City5360,-92.97,-88.32,998896,158.36
City5361,90.04,-53.59,698214,640.05
City5362,-46.06,13.36,127711,196.4
City5363,-34.83,-19.23,425032,661.7
City5364,-42.33,86.05,306638,478.17
City5365,-141.51,-85.17,242342,113.9
City5366,57.33,86.09,297840,320.91
City5367,99.77,-20.35,568737,541.88
City5368,-15.94,-87.54,791596,15.47
City5369,80.86,19.97,319734,979.09
City5370,-26.56,-52.39,501754,406.44
City5371,-86.64,34.17,570547,165.92
City5372,102.26,71.96,294243,525.16
City5373,-141.75,41.96,710326,257.18
City5374,-172.11,-22.15,672415,184.27
City5375,-59.2,88.66,226266,594.46
City5376,-17.53,37.01,867059,206.0
City5377,67.67,-86.49,291386,543.38
City5378,167.84,-69.63,504765,367.93
City5379,71.89,26.26,363150,32.7
City5380,23.34,36.53,670622,243.61
City5381,145.04,-66.56,56302,646.51
City5382,-149.22,-53.54,71710,842.47
City5383,-158.48,-82.51,442615,1.7
City5384,-112.76,89.49,539000,111.64
City5385,171.41,-18.11,289227,708.55
City5386,-47.91,50.67,664429,839.46
City5387,-61.22,83.13,574619,559.61
City5388,-168.25,-55.54,159666,251.17
City5389,33.43,62.09,182298,572.16
City5390,-46.84,4.84,845410,845.87
City5391,-87.62,16.15,187721,208.81
City5392,127.13,15.52,482852,746.2
City5393,-89.36,-62.46,853598,539.11
City5394,12.73,-23.43,158652,860.74
City5395,-10.73,60.7,199458,559.09
City5396,36.35,-77.44,32126,232.82
City5397,-168.36,45.73,454684,882.24
City5398,149.59,83.15,156075,729.46
City5399,-160.8,-48.33,889860,379.24
City5400,135.85,-15.38,224732,619.82
City5401,172.56,46.25,924896,484.21
City5402,-130.63,-39.47,293083,890.34
City5403,-100.67,34.92,503247,130.22
City5404,25.43,59.2,119456,990.27
City5405,33.39,63.87,224148,615.61
City5406,63.28,11.09,72585,18.05
City5407,-123.11,-54.87,399868,438.72
City5408,-28.01,30.5,63194,807.71
City5409,-28.84,-9.25,151619,466.88
City5410,68.23,-17.78,717074,422.44
City5411,-179.4,72.75,936862,599.13
City5412,-114.89,-0.87,604596,950.09
City5413,-56.83,59.08,81893,8.9
City5414,125.5,-86.99,65845,511.5
City5415,124.27,11.6,355860,459.17
City5416,-140.81,-49.62,122279,640.86
City5417,-62.27,51.61,750078,650.15
City5418,-134.5,87.13,780758,658.66
City5419,-156.52,21.04,305502,416.28
City5420,-140.72,-31.1,339589,768.62
City5421,110.98,-48.47,168533,691.68
City5422,-40.88,-80.04,101244,245.88
City5423,-55.28,9.21,146350,524.42
City5424,-26.04,-13.25,936757,607.62
City5425,95.88,-37.66,809514,382.08
City5426,128.87,46.97,534945,619.43
City5427,-103.72,55.71,395309,908.67
City5428,-54.43,-22.78,874807,487.66
City5429,-30.21,23.81,57240,105.47
City5430,139.23,-21.05,51388,933.03
City5431,-92.14,29.94,382255,395.42
City5432,-5.95,30.29,505609,828.68
City5433,-6.83,36.98,340090,649.33
City5434,77.24,-81.76,97169,770.45
City5435,65.88,42.38,45292,280.01
City5436,-120.66,-89.76,327762,11.89
City5437,-89.31,-61.8,276753,857.59
City5438,121.96,54.88,806826,840.48
City5439,146.07,32.41,242604,207.08
City5440,18.83,-66.73,736209,600.9
City5441,-144.34,-32.89,934415,151.19
City5442,-35.19,29.11,446377,462.52
City5443,152.56,9.34,336669,209.09
City5444,138.71,-22.21,8896,262.84
City5445,-115.11,71.84,164974,587.14
City5446,-97.5,31.5,575645,498.73
City5447,-137.59,-49.47,898655,545.95
City5448,0.28,64.94,139078,827.94
City5449,32.96,41.31,893674,849.2
City5450,150.26,-44.22,233061,844.79
City5451,-155.7,-71.1,458098,224.04
City5452,34.51,-21.6,458666,961.32
City5453,-45.69,84.41,835961,400.49
City5454,-8.6,-38.08,556345,871.11
City5455,171.43,7.56,802639,119.52
City5456,109.22,42.88,770441,491.32
City5457,-143.75,-80.59,18395,458.21
City5458,-46.88,-48.55,357613,929.58
City5459,-48.67,-60.55,992609,510.49
City5460,-62.01,19.91,558331,460.22
City5461,135.71,49.44,63520,327.22
City5462,148.22,-72.66,474466,954.43
City5463,112.82,76.44,699935,678.47
City5464,8.91,-62.52,877093,20.91
City5465,157.28,-75.03,57447,89.12
City5466,-104.51,-36.41,284601,13.51
City5467,12.0,58.09,780690,462.18
City5468,18.86,-22.64,581229,543.72
City5469,-9.39,-81.16,109502,964.87
City5470,-112.78,-6.86,399790,84.34
City5471,67.8,-32.88,420868,851.84
City5472,11.88,2.81,608715,357.89
City5473,135.91,-22.13,744920,712.05
City5474,134.07,72.93,661561,831.09
City5475,24.33,66.64,493380,421.15
City5476,-130.42,5.0,653793,161.93
City5477,142.26,11.81,856093,316.08
City5478,-63.38,-57.0,481936,555.08
City5479,-67.64,34.92,367061,474.53
City5480,94.8,-77.79,922891,468.84
City5481,-142.09,-18.88,98192,539.65
City5482,-35.11,-88.17,310696,458.5
City5483,-122.32,-64.12,566224,52.22
City5484,-126.62,-27.44,811887,792.23
City5485,-100.03,3.85,451907,352.97
City5486,-12.98,-16.58,185884,739.43
City5487,-158.5,-32.87,450752,535.14
City5488,-165.22,12.3,778497,317.96
City5489,143.6,-71.35,46580,405.7
City5490,135.19,27.39,304657,987.37
City5491,124.91,37.93,51522,310.19
City5492,152.54,-34.15,659367,486.19
City5493,9.96,-45.1,238630,561.14
City5494,-149.45,-62.55,850434,686.71
City5495,-172.88,29.57,517762,120.88
City5496,-156.69,52.95,894187,859.5
City5497,11.63,-57.12,546739,790.67
City5498,169.81,26.77,673789,464.05
City5499,-16.62,48.17,236898,644.98
City5500,136.62,26.22,418712,769.6
City5501,-124.85,-42.11,141712,972.41
City5502,-146.47,36.96,297250,984.94
City5503,-125.25,-2.67,122073,848.5
City5504,38.55,32.2,375019,421.44
City5505,-75.37,-1.82,859439,762.27
City5506,9.62,78.91,378870,820.05
City5507,-22.45,8.28,449654,683.33
City5508,160.38,-7.1,554965,701.73
City5509,88.44,-56.84,549664,365.05
City5510,127.8,57.95,842245,522.35
City5511,16.01,-69.46,232113,757.68
City5512,15.08,-28.54,272083,187.35
City5513,-59.95,46.01,212314,663.46
City5514,-137.63,43.52,547674,64.01
City5515,-158.39,47.68,613869,455.89
City5516,-64.15,31.52,416211,682.38
City5517,25.88,-41.14,217708,997.74
City5518,62.02,-1.17,536207,77.64
City5519,-32.41,52.19,118331,86.83
City5520,101.44,83.36,170923,707.23
City5521,-63.21,-58.8,798517,605.95
City5522,-32.37,48.23,643668,268.59
City5523,73.45,51.08,488703,402.94
City5524,129.32,-51.93,937594,322.76
City5525,-131.66,17.0,133327,547.83
City5526,-20.33,22.48,368665,969.57
City5527,179.46,5.31,687727,764.77
City5528,149.69,67.09,497382,173.11
City5529,77.54,-38.51,942288,234.99
City5530,-125.71,50.59,167353,561.43
City5531,41.0,12.34,887486,387.77
City5532,74.03,72.04,67302,865.32
City5533,-104.52,47.92,693793,430.1
City5534,7.05,-89.49,129276,387.38
City5535,-31.81,-74.82,475538,131.77
City5536,87.68,46.85,179891,653.5
City5537,152.83,49.01,511287,140.74
City5538,121.06,-41.3,743419,827.25
City5539,-107.78,-82.66,242755,22.07
City5540,-177.7,-71.04,966231,826.8
City5541,-145.74,-14.2,578137,477.46
City5542,56.51,-87.5,748281,224.55
City5543,-157.61,-58.91,492561,113.24
City5544,-88.83,-23.12,167759,989.16
City5545,80.48,-76.76,625278,753.57
City5546,26.83,63.25,475945,471.77
City5547,-69.09,22.36,587761,824.24
City5548,169.53,-11.57,870884,79.6
City5549,44.81,61.15,298433,668.25
City5550,-120.68,-75.49,272541,52.2
City5551,-161.14,68.57,745749,479.6
City5552,-36.07,49.64,299137,447.22
City5553,-112.72,35.5,920225,945.43
City5554,69.11,-46.21,169962,231.34
City5555,-50.09,76.33,942169,713.27
City5556,81.59,-68.29,234849,90.92
City5557,174.27,45.59,793996,269.75
City5558,-25.57,87.92,461551,461.68
City5559,128.85,55.08,458122,111.3
City5560,-52.67,-43.44,549120,530.82
City5561,-175.0,64.73,143132,915.32
City5562,5.51,-61.9,120770,801.52
City5563,-102.49,-22.86,755489,112.32
City5564,-19.23,-49.02,195851,952.95
City5565,-48.43,-42.95,253825,24.5
City5566,141.34,-72.69,85834,716.05
City5567,71.56,82.24,508094,220.59
City5568,103.19,-56.35,127351,661.8
City5569,169.58,-25.84,534480,845.1
City5570,-3.3,-48.27,614170,613.69
City5571,33.7,79.13,886382,576.88
City5572,31.06,-35.45,657532,876.53
City5573,29.46,-23.5,678204,440.33
City5574,-66.8,-87.94,422309,630.45
City5575,-44.99,0.51,137597,867.01
City5576,126.28,10.2,2342,676.66
City5577,44.14,-9.93,416253,600.31
City5578,2.31,-83.6,17816,715.13
City5579,-153.36,-53.88,853539,990.09
City5580,-137.7,87.18,921165,971.08
City5581,-27.04,-65.55,562407,822.52
City5582,101.51,-26.78,77364,314.64
City5583,-179.43,-51.97,563312,396.1
City5584,71.02,-72.71,427177,664.89
City5585,-119.31,-2.1,478947,167.02
City5586,-57.59,63.46,354825,877.47
City5587,-154.48,-11.31,366563,278.16
City5588,101.62,-68.64,895596,308.91
City5589,-46.42,82.02,437916,491.61
City5590,-77.8,-60.14,373041,607.21
City5591,-85.36,48.8,551453,241.51
City5592,-118.7,-41.56,972612,80.76
City5593,141.47,-2.3,212466,596.66
City5594,146.66,-1.51,307584,355.2
City5595,67.2,74.99,323390,85.48
City5596,58.1,0.98,405310,664.83
City5597,121.01,72.69,536962,760.92
City5598,3.14,-1.38,838339,903.34
City5599,97.13,82.96,988615,775.82
City5600,66.77,77.37,424222,485.16
City5601,150.55,-59.92,85435,974.41
City5602,-84.77,-14.13,616995,936.82
City5603,-64.56,14.94,206533,323.87
City5604,-16.57,0.68,369179,344.55
City5605,70.09,-55.55,887461,67.73
City5606,104.72,33.31,979638,470.72
City5607,83.37,-21.75,356494,764.69
City5608,73.4,-51.68,791765,305.58
City5609,98.05,78.87,988761,912.21
City5610,-54.95,-53.53,390105,284.02
City5611,147.0,74.35,641356,668.59
City5612,-159.7,-7.57,887947,17.32
City5613,107.59,-58.89,411094,45.95
City5614,142.64,-56.77,846717,710.99
City5615,-126.82,-72.57,808780,245.21
City5616,-7.48,-5.89,730004,606.26
City5617,-49.13,70.4,715961,818.93
City5618,-134.7,-55.99,538268,445.23
City5619,-83.64,29.09,572672,435.61
City5620,-126.39,-7.43,872657,531.68
City5621,65.32,6.79,396984,726.22
City5622,73.71,74.94,917885,700.33
City5623,1.8,18.95,338461,335.7
City5624,-174.1,53.04,503976,88.29
City5625,-14.64,-54.59,339090,147.87
City5626,-1.49,21.14,9411,62.27
City5627,74.04,-71.36,475768,431.18
City5628,159.61,70.38,409494,358.04
City5629,-137.36,69.46,670619,89.36
City5630,-84.36,-25.93,481344,219.17
City5631,-57.31,-28.61,261430,296.86
City5632,-85.73,-77.54,690575,599.95
City5633,-161.03,-71.25,235972,194.87
City5634,-22.81,42.32,646691,842.18
City5635,57.86,-29.88,921232,944.29
City5636,-162.57,14.37,511591,419.79
City5637,-170.8,-13.4,133491,464.85
City5638,-96.77,58.7,566171,518.24
City5639,97.66,-74.64,845346,840.75
City5640,-39.28,-71.9,176472,316.88
City5641,-166.46,-25.25,869350,955.94
City5642,103.33,-29.47,189730,749.91
City5643,-110.41,-12.37,508471,915.26
City5644,122.48,-60.94,746434,347.62
City5645,15.88,15.59,990498,916.28
City5646,25.36,-58.17,145482,288.09
City5647,-109.03,-71.23,39338,125.96
City5648,-48.46,35.84,149095,550.27
City5649,-78.44,-32.44,823214,881.19
City5650,163.97,86.59,603113,920.53
City5651,-12.87,-79.17,189299,26.66
City5652,-43.39,-23.72,382218,443.16
City5653,-75.73,-46.92,940919,196.77
City5654,175.64,54.59,78822,814.12
City5655,-149.08,-19.94,951965,282.14
City5656,-50.55,41.6,107370,783.8
City5657,123.94,-20.49,759939,504.6
City5658,-161.37,-1.44,604914,780.01
City5659,-1.8,5.83,765304,601.12
City5660,67.19,-25.98,985025,74.81
City5661,-1.49,29.33,46343,932.02
City5662,153.38,44.99,320899,362.48
City5663,121.04,-69.15,983853,963.0
City5664,-128.95,-21.86,646261,684.47
City5665,-9.06,-35.24,627671,687.87
City5666,86.38,38.19,105780,663.03
City5667,-29.48,10.31,377747,636.05
City5668,152.9,64.63,738658,340.48
City5669,-32.95,65.02,186290,777.25
City5670,84.09,12.92,221868,18.48
City5671,-27.39,-75.75,764012,748.23
City5672,97.28,-42.6,480437,708.34
City5673,-146.33,65.79,104247,752.35
City5674,55.5,17.01,961026,988.8
City5675,-95.08,-39.45,762976,76.84
City5676,163.97,30.95,667768,808.49
City5677,157.39,40.58,902907,140.11
City5678,140.3,36.25,663054,467.26
City5679,-129.58,-26.06,828683,622.8
City5680,-49.16,62.2,833848,628.38
City5681,-171.58,71.53,959090,317.61
City5682,27.83,65.32,931683,951.14
City5683,174.35,-31.08,539237,115.16
City5684,124.5,85.3,143157,385.15
City5685,-86.02,-2.55,103375,698.35
City5686,-75.1,-30.6,126391,848.54
City5687,-135.31,52.86,920137,756.49
City5688,179.24,41.28,241677,412.5
City5689,-136.24,51.1,939463,362.44
City5690,124.29,50.39,667554,724.07
City5691,69.25,29.66,548960,943.24
City5692,-39.94,-87.13,530447,798.28
City5693,-117.88,-44.91,895536,18.39
City5694,169.43,66.59,517318,89.41
City5695,66.2,81.29,99072,612.81
City5696,-112.32,45.23,762383,627.13
City5697,174.85,-15.38,609341,876.23
City5698,-81.43,60.0,80614,399.38
City5699,99.26,37.72,229268,935.86
City5700,-94.89,-76.49,439376,839.99
City5701,11.65,-79.19,992112,864.39
City5702,-40.28,56.62,240861,552.05
City5703,-67.25,-30.89,371332,19.79
City5704,-113.59,-60.6,18632,394.58
City5705,-59.74,-74.58,381269,525.17
City5706,-86.49,42.23,811944,195.27
City5707,117.02,-23.27,77156,914.62
City5708,-8.56,32.32,640475,204.31
City5709,-24.49,31.42,456328,850.86
City5710,85.68,-0.58,841437,144.35
City5711,89.7,27.98,261422,586.27
City5712,101.14,86.93,989866,233.25
City5713,-90.59,38.02,943570,691.51
City5714,-166.91,-34.51,507369,428.12
City5715,151.76,10.2,519996,743.02
City5716,18.91,58.62,482207,340.94
City5717,-118.79,7.82,532850,733.87
City5718,11.03,-78.09,376684,564.66
City5719,144.22,-9.42,749305,103.16
City5720,-107.68,-33.29,870294,302.48
City5721,171.21,59.36,651220,42.83
City5722,-70.17,-19.17,773228,783.96
City5723,50.79,-23.19,882898,975.44
City5724,85.77,76.25,651342,436.72
City5725,43.03,40.63,723840,237.65
City5726,-16.47,-38.91,225811,93.55
City5727,-148.17,89.87,325336,529.0
City5728,86.89,-64.28,115213,638.62
City5729,140.28,30.71,640320,609.56
City5730,-140.46,-25.0,409902,115.95
City5731,88.62,-84.65,484640,756.81
City5732,150.3,53.38,754561,492.77
City5733,96.35,-70.84,517044,510.13
City5734,91.1,-22.23,229663,161.78
City5735,157.21,-40.27,428451,582.81
City5736,98.18,29.09,246308,553.5
City5737,-163.8,44.64,170367,392.96
City5738,-77.07,5.88,509017,964.76
City5739,-17.18,-40.46,451095,763.14
City5740,16.4,45.82,975687,673.97
City5741,87.71,-5.42,570221,996.03
City5742,143.31,-4.06,685108,661.96
City5743,-25.74,67.08,597194,7.45
City5744,133.93,87.27,514112,151.53
City5745,-143.59,10.44,878029,560.27
City5746,55.32,-4.48,762680,403.19
City5747,109.11,77.59,447394,799.67
City5748,-54.34,-5.96,641516,272.51
City5749,109.7,44.78,475165,639.71
City5750,157.24,3.73,32820,965.71
City5751,58.9,46.58,372434,966.36
City5752,-144.71,-64.07,118084,84.88
City5753,-47.15,-70.73,344520,150.19
City5754,-0.57,-2.81,514608,790.2
City5755,-156.93,-28.56,842614,798.57
City5756,173.19,73.61,308235,242.65
City5757,95.35,5.49,930130,159.82
City5758,79.96,62.03,2195,426.56
City5759,90.56,-77.73,116110,170.41
City5760,80.34,-63.47,348073,89.38
City5761,-78.08,76.35,570170,953.1
City5762,-154.78,-66.22,311829,180.84
City5763,-14.88,70.43,563148,757.35
City5764,-125.88,-6.61,702779,543.96
City5765,-95.01,-61.74,140291,626.17
City5766,148.23,13.23,311461,716.59
City5767,-96.13,29.04,807848,685.32
City5768,138.5,28.86,578651,807.14
City5769,128.71,-38.46,351770,202.57
City5770,127.97,-57.21,800274,826.25
City5771,141.01,-86.53,201109,954.08
City5772,-44.5,61.56,25295,852.6
City5773,-124.63,-85.11,372944,318.77
City5774,82.38,-34.33,563103,925.59
City5775,-43.1,7.6,388738,150.31
City5776,83.11,46.61,924628,338.0
City5777,19.35,23.94,354044,332.67
City5778,-80.1,34.13,167127,308.38
City5779,-70.01,75.16,260752,86.17
City5780,-43.67,-47.52,244288,241.64
City5781,77.33,-53.17,168697,740.35
City5782,72.98,-70.07,549670,921.93
City5783,0.58,-52.17,103894,243.29
City5784,-44.96,20.89,242033,382.11
City5785,-82.72,17.76,5137,348.75
City5786,121.02,46.56,865074,93.38
City5787,27.02,-26.71,242359,479.23
City5788,46.1,1.41,593807,449.83
City5789,124.68,-81.88,598250,926.85
City5790,-90.36,-26.31,489952,194.39
City5791,96.52,-83.77,447687,218.14
City5792,-144.11,46.82,851212,20.5
City5793,49.19,-21.82,654421,506.89
City5794,-138.53,-88.0,519507,295.06
City5795,59.39,14.96,48576,590.25
City5796,44.36,42.78,272752,949.29
City5797,37.27,-82.13,416558,79.81
City5798,162.49,-19.91,923368,431.59
City5799,-61.12,88.06,101583,84.57
City5800,-13.41,-52.71,34893,693.65
City5801,-132.38,-47.3,526012,668.22
City5802,-179.9,71.09,388940,702.83
City5803,-108.17,-57.22,72523,316.49
City5804,34.54,86.41,863440,264.75
City5805,42.24,55.25,752895,790.72
City5806,-5.21,56.57,737471,395.07
City5807,44.04,67.14,190071,894.65
City5808,-98.69,-24.4,407677,362.02
City5809,-13.84,-83.63,430127,770.56
City5810,49.16,-63.65,655484,257.96
City5811,100.42,-61.4,614828,815.87
City5812,37.13,59.9,675040,451.04
City5813,37.53,66.64,619224,8.43
City5814,-21.24,69.09,711028,904.71
City5815,-56.56,-12.5,924337,497.78
City5816,-170.06,-20.34,126646,211.49
City5817,174.99,-37.6,219837,584.31
City5818,149.34,26.43,450326,458.29
City5819,-76.41,-54.12,799122,376.1
City5820,-69.44,76.83,156299,902.22
City5821,60.17,-64.98,56147,482.76
City5822,-173.22,-72.5,383764,699.28
City5823,-141.46,-25.03,268295,200.31
City5824,102.22,83.36,431942,797.04
City5825,-165.48,26.39,612406,237.71
City5826,153.91,1.91,677315,760.58
City5827,-96.61,6.58,291260,951.18
City5828,69.57,79.93,725764,398.77
City5829,50.29,-55.88,693317,244.66
City5830,57.74,-35.75,228328,335.58
City5831,101.11,39.9,766558,598.9
City5832,93.8,19.9,648175,655.84
City5833,-38.06,-22.66,290467,488.91
City5834,37.97,-54.23,198747,945.7
City5835,89.33,26.72,77649,983.96
City5836,-108.19,-46.03,777852,649.37
City5837,115.5,77.67,878126,171.54
City5838,-20.51,-21.38,961774,566.43
City5839,-129.65,-70.75,745017,611.54
City5840,58.39,80.04,734710,361.81
City5841,174.83,37.7,723625,275.31
City5842,-8.99,76.56,18668,320.39
City5843,-50.37,-34.12,602373,615.36
City5844,-114.36,-10.44,157524,79.36
City5845,153.25,-65.92,952493,114.07
City5846,92.89,44.87,267178,222.92
City5847,10.96,6.91,7260,470.34
City5848,-79.74,25.17,884079,149.65
City5849,-165.99,-49.74,451017,103.06
City5850,-1.84,29.64,536363,111.1
City5851,-110.73,50.43,682651,120.25
City5852,55.45,74.33,361859,187.66
City5853,147.78,-61.07,345745,932.66
City5854,82.05,4.88,528031,938.99
City5855,-145.83,-24.04,869014,819.22
City5856,15.45,-52.42,698692,279.29
City5857,-118.47,-44.17,89422,830.38
City5858,80.35,-56.48,688832,593.3
City5859,67.22,52.75,626166,364.61
City5860,-122.74,64.91,49100,572.55
City5861,-39.1,13.83,414080,476.44
City5862,-78.6,-64.82,563386,929.72
City5863,156.19,-30.55,445902,73.29
City5864,-163.49,6.0,158510,450.84
City5865,-48.4,26.4,989410,727.43
City5866,31.4,18.85,339852,335.09
City5867,-24.18,-34.91,50942,423.34
City5868,-130.23,-58.65,731696,599.29
City5869,16.07,-36.08,842290,226.22
City5870,48.09,-51.04,765361,301.56
City5871,-86.96,87.39,34029,436.88
City5872,-119.36,42.6,224250,407.43
City5873,25.27,-24.55,466585,701.96
City5874,-31.33,-69.34,333083,163.62
City5875,109.57,-22.33,196518,702.39
City5876,5.71,86.51,29248,625.88
City5877,67.29,8.02,155192,870.77
City5878,-77.87,50.98,440144,428.25
City5879,125.07,15.41,243080,554.03
City5880,-104.77,-5.97,321888,152.11
City5881,95.73,4.03,563005,316.27
City5882,36.52,-47.17,876989,83.09
City5883,-171.73,0.81,413069,393.85
City5884,131.39,-35.8,794868,242.03
City5885,172.23,-4.43,770739,650.1
City5886,2.75,68.95,379575,472.94
City5887,-164.79,-30.2,169090,274.84
City5888,-9.93,-55.36,763615,257.25
City5889,176.17,52.48,495691,552.25
City5890,59.6,-70.56,682447,706.95
City5891,-33.48,54.69,935206,172.21
City5892,-44.63,9.48,69494,874.36
City5893,-139.4,67.72,12750,508.85
City5894,-173.94,18.31,645211,121.28
City5895,55.72,-24.73,812273,378.29
City5896,-131.4,-22.16,365385,294.7
City5897,-8.95,-43.77,180667,871.09
City5898,171.59,16.66,334859,107.93
City5899,115.75,75.61,540633,951.59
City5900,-31.53,-28.82,696770,335.64
City5901,-61.23,81.22,2807,452.39
City5902,113.49,-33.97,649906,630.27
City5903,-51.41,-51.84,141673,119.03
City5904,19.69,42.92,11362,184.44
City5905,-59.13,-50.0,456718,511.05
City5906,91.99,-22.61,445769,1.74
City5907,-71.41,-20.9,199580,224.76
City5908,64.13,62.74,616221,989.26
City5909,-169.65,-62.41,330738,126.01
City5910,-81.57,-30.99,430581,940.28
City5911,94.54,61.57,591474,611.72
City5912,175.46,11.65,172063,231.87
City5913,-49.46,-70.58,305646,927.77
City5914,-84.23,75.08,448366,100.53
City5915,177.86,-89.07,244162,715.65
City5916,-112.53,-49.37,289962,460.06
City5917,-111.09,-62.97,440438,26.15
City5918,136.8,13.85,263624,538.81
City5919,41.32,-75.11,406252,374.96
City5920,-41.55,79.29,483698,824.88
City5921,83.3,-30.92,81891,112.52
City5922,-96.65,-56.52,259607,902.08
City5923,172.29,85.51,29145,46.13
City5924,88.37,-41.41,881516,599.97
City5925,-100.14,65.02,501238,360.67
City5926,-11.92,28.66,271705,43.33
City5927,-35.66,48.4,379939,441.51
City5928,-50.64,8.54,450357,571.57
City5929,165.06,-54.8,404819,824.11
City5930,-24.16,16.99,210539,645.83
City5931,18.31,-70.97,77860,518.78
City5932,-2.67,53.75,704177,364.27
City5933,-130.4,-12.8,922974,881.04
City5934,-158.32,50.96,961437,178.85
City5935,-104.0,73.26,230705,960.33
City5936,7.71,87.7,666603,97.37
City5937,-21.85,72.68,614983,248.54
City5938,-133.34,65.69,216041,595.48
City5939,-114.17,39.68,799277,538.79
City5940,-150.5,64.72,658649,883.87
City5941,-125.15,25.68,240527,856.23
City5942,-51.53,58.44,241196,804.52
City5943,144.18,86.87,844783,104.23
City5944,-101.51,-78.61,656140,729.57
City5945,-110.54,-7.11,32814,315.84
City5946,-171.52,2.2,644547,433.96
City5947,-134.85,-72.11,469555,47.41
City5948,78.95,-14.96,757654,74.94
City5949,155.35,40.78,18800,743.23
City5950,80.1,3.54,46288,478.77
City5951,138.21,56.87,781088,468.92
City5952,56.11,31.66,610815,904.89
City5953,-140.95,31.67,468404,135.25
City5954,-128.19,-60.1,954352,512.86
City5955,-100.76,4.81,886903,756.9
City5956,-30.11,79.44,963789,191.04
City5957,160.27,88.86,803434,954.0
City5958,-10.2,-60.86,663383,852.49
City5959,117.66,-76.69,73992,470.22
City5960,-36.75,-27.11,123258,586.18
City5961,134.5,-19.78,712625,846.78
City5962,153.48,62.54,360916,562.12
City5963,-113.22,16.19,642820,694.51
City5964,-67.21,72.79,326021,55.7
City5965,-148.29,64.32,102871,97.77
City5966,-127.96,0.59,572886,691.86
City5967,-17.44,81.04,28657,261.62
City5968,-123.08,27.88,949563,858.92
City5969,-169.12,-5.3,332438,598.89
City5970,-52.38,-14.06,657850,779.64
City5971,89.58,16.87,641859,569.18
City5972,33.3,-4.98,77279,639.64
City5973,-127.67,-34.82,829400,553.71
City5974,80.93,35.37,350804,595.68
City5975,78.85,32.32,67079,867.7
